image_path,label,label_id,width,height,file_size_kb,corrupt
final_data\plastic\463.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\464.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\465.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\466.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\467.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\468.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\469.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\47.jpg,plastic,3,1500,1600,130.55,False
final_data\plastic\470.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\471.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\472.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\473.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\474.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\475.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\476.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\477.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\478.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\479.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\48.jpg,plastic,3,626,417,50.39,False
final_data\plastic\480.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\481.jpg,plastic,3,1280,1024,89.43,False
final_data\plastic\482.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\483.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\484.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\485.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\486.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\487.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\488.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\489.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\49.jpg,plastic,3,626,417,52.0,False
final_data\plastic\490.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\491.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\492.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\493.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\494.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\495.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\496.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\497.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\498.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\499.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\5.jpg,plastic,3,1600,1156,211.87,False
final_data\plastic\50.jpg,plastic,3,2000,1333,271.6,False
final_data\plastic\51.jpg,plastic,3,2000,1333,239.95,False
final_data\plastic\52.jpg,plastic,3,996,664,72.18,False
final_data\plastic\53.jpg,plastic,3,506,900,114.89,False
final_data\plastic\54.jpg,plastic,3,600,900,55.34,False
final_data\plastic\55.jpg,plastic,3,1300,956,80.63,False
final_data\plastic\56.jpg,plastic,3,1600,1156,189.98,False
final_data\plastic\57.jpg,plastic,3,800,533,81.26,False
final_data\plastic\58.jpg,plastic,3,626,466,53.37,False
final_data\plastic\59.jpg,plastic,3,1024,676,142.12,False
final_data\plastic\6.jpg,plastic,3,800,533,41.02,False
final_data\plastic\60.jpg,plastic,3,800,533,56.29,False
final_data\plastic\61.jpg,plastic,3,800,450,45.91,False
final_data\plastic\62.jpg,plastic,3,2000,1333,425.83,False
final_data\plastic\63.jpg,plastic,3,1300,957,92.32,False
final_data\plastic\64.jpg,plastic,3,1500,1101,168.9,False
final_data\plastic\65.jpg,plastic,3,1300,956,77.97,False
final_data\plastic\66.jpg,plastic,3,626,417,39.5,False
final_data\plastic\67.jpg,plastic,3,2000,1333,195.86,False
final_data\plastic\68.jpg,plastic,3,1500,1600,130.55,False
final_data\plastic\69.jpg,plastic,3,626,417,50.39,False
final_data\plastic\7.jpg,plastic,3,800,533,45.41,False
final_data\plastic\70.jpg,plastic,3,626,417,52.0,False
final_data\plastic\71.jpg,plastic,3,2000,1333,271.6,False
final_data\plastic\72.jpg,plastic,3,2000,1333,239.95,False
final_data\plastic\73.jpg,plastic,3,996,664,72.18,False
final_data\plastic\74.jpg,plastic,3,506,900,114.89,False
final_data\plastic\75.jpg,plastic,3,600,900,55.34,False
final_data\plastic\76.jpg,plastic,3,1300,956,80.63,False
final_data\plastic\77.jpg,plastic,3,1600,1156,189.98,False
final_data\plastic\78.jpg,plastic,3,800,533,81.26,False
final_data\plastic\79.jpg,plastic,3,626,466,53.37,False
final_data\plastic\8.jpg,plastic,3,800,450,54.04,False
final_data\plastic\80.jpg,plastic,3,1024,676,142.12,False
final_data\plastic\81.jpg,plastic,3,800,533,56.29,False
final_data\plastic\82.jpg,plastic,3,800,450,45.91,False
final_data\plastic\83.jpg,plastic,3,2000,1333,425.83,False
final_data\plastic\84.jpg,plastic,3,1300,957,92.32,False
final_data\plastic\85.jpg,plastic,3,1500,1101,168.9,False
final_data\plastic\86.jpg,plastic,3,1300,956,77.97,False
final_data\plastic\87.jpg,plastic,3,1600,1157,443.51,False
final_data\plastic\88.jpg,plastic,3,1600,1153,289.85,False
final_data\plastic\89.jpg,plastic,3,1300,956,176.95,False
final_data\plastic\9.jpg,plastic,3,800,450,40.5,False
final_data\plastic\90.jpg,plastic,3,866,1390,94.22,False
final_data\plastic\91.jpg,plastic,3,626,417,55.4,False
final_data\plastic\92.jpg,plastic,3,800,450,44.85,False
final_data\plastic\93.jpg,plastic,3,1300,956,229.07,False
final_data\plastic\94.jpg,plastic,3,1300,956,85.69,False
final_data\plastic\95.jpg,plastic,3,1300,957,226.14,False
final_data\plastic\96.jpg,plastic,3,1280,720,98.2,False
final_data\plastic\97.jpg,plastic,3,900,500,56.0,False
final_data\plastic\98.jpg,plastic,3,1280,720,64.8,False
final_data\plastic\99.jpg,plastic,3,1280,1024,89.43,False
