image_path,text_description,label
waste_dataset\glass\000102.jpg,a glass bottle found in waste bin,glass
waste_dataset\cardboard\000049.jpg,brown cardboard packaging waste material,cardboard
waste_dataset\glass\000328.jpg,a glass bottle found in waste bin,glass
waste_dataset\paper\000021.jpg,used newspaper or paper in trash bin,paper
waste_dataset\glass\000401.jpg,shattered glass piece in garbage bin,glass
waste_dataset\trash\000181.jpg,general waste material discarded,trash
waste_dataset\cardboard\000125.jpg,old cardboard packaging garbage item,cardboard
waste_dataset\paper\000128.jpg,recycled paper material waste object,paper
waste_dataset\plastic\000111.jpg,discarded plastic material waste item,plastic
waste_dataset\plastic\000303.jpg,discarded plastic material waste item,plastic
waste_dataset\glass\000272.jpg,glass container discarded as garbage,glass
waste_dataset\paper\000292.jpg,paper waste item found in garbage,paper
waste_dataset\cardboard\000026.jpg,a flattened cardboard box in trash,cardboard
waste_dataset\trash\000306.jpg,mixed waste garbage object found,trash
waste_dataset\glass\000136.jpg,broken glass item for recycling,glass
waste_dataset\paper\000398.jpg,torn paper piece in waste bin,paper
waste_dataset\glass\000081.jpg,glass jar or bottle thrown away,glass
waste_dataset\paper\000337.jpg,paper waste item found in garbage,paper
waste_dataset\metal\000370.jpg,recycled metal can garbage item found,metal
waste_dataset\paper\000235.jpg,old paper document thrown away,paper
waste_dataset\glass\000080.jpg,clear glass waste material in trash,glass
waste_dataset\trash\000326.jpg,household garbage thrown away,trash
waste_dataset\paper\000085.jpg,white paper material discarded waste,paper
waste_dataset\cardboard\000362.jpg,used cardboard carton for recycling,cardboard
waste_dataset\plastic\000016.jpg,used plastic container discarded waste,plastic
waste_dataset\paper\000045.jpg,torn paper piece in waste bin,paper
waste_dataset\paper\000374.jpg,recycled paper material waste object,paper
waste_dataset\plastic\000167.jpg,used plastic container discarded waste,plastic
waste_dataset\glass\000373.jpg,empty glass bottle discarded waste,glass
waste_dataset\glass\000050.jpg,clear glass waste material in trash,glass
waste_dataset\metal\000335.jpg,recycled metal can garbage item found,metal
waste_dataset\plastic\000391.jpg,plastic packaging thrown in trash bin,plastic
waste_dataset\plastic\000235.jpg,discarded plastic material waste item,plastic
waste_dataset\trash\000179.jpg,general household waste item found,trash
waste_dataset\plastic\000294.jpg,plastic waste item for recycling,plastic
waste_dataset\plastic\000040.jpg,plastic packaging thrown in trash bin,plastic
waste_dataset\metal\000002.jpg,steel or aluminum waste object,metal
waste_dataset\plastic\000038.jpg,plastic bag found in garbage waste,plastic
waste_dataset\cardboard\000241.jpg,recycled cardboard box material waste,cardboard
waste_dataset\metal\000001.jpg,a crushed metal can in trash,metal
waste_dataset\trash\000325.jpg,general household waste item found,trash
waste_dataset\cardboard\000071.jpg,brown cardboard packaging waste material,cardboard
waste_dataset\glass\000279.jpg,recycled glass waste object found,glass
waste_dataset\metal\000430.jpg,used tin can discarded as waste,metal
waste_dataset\trash\000377.jpg,mixed garbage non recyclable material,trash
waste_dataset\cardboard\000074.jpg,empty cardboard box thrown away,cardboard
waste_dataset\metal\000351.jpg,old metal container waste material,metal
waste_dataset\cardboard\000351.jpg,empty cardboard box thrown away,cardboard
waste_dataset\trash\000206.jpg,non recyclable waste object in bin,trash
waste_dataset\plastic\000228.jpg,plastic waste item for recycling,plastic
waste_dataset\paper\000355.jpg,old paper document thrown away,paper
waste_dataset\glass\000144.jpg,empty glass bottle discarded waste,glass
waste_dataset\metal\000036.jpg,aluminum or steel waste item found,metal
waste_dataset\paper\000307.jpg,paper sheet thrown in recycling bin,paper
waste_dataset\cardboard\000077.jpg,empty cardboard box thrown away,cardboard
waste_dataset\glass\000004.jpg,recycled glass waste object found,glass
waste_dataset\glass\000250.jpg,clear glass waste material in trash,glass
waste_dataset\metal\000261.jpg,metal container for recycling bin,metal
waste_dataset\cardboard\000158.jpg,cardboard material discarded in bin,cardboard
waste_dataset\paper\000007.jpg,white paper material discarded waste,paper
waste_dataset\glass\000353.jpg,glass container discarded as garbage,glass
waste_dataset\plastic\000362.jpg,discarded plastic material waste item,plastic
waste_dataset\cardboard\000136.jpg,brown cardboard packaging waste material,cardboard
waste_dataset\plastic\000224.jpg,plastic bag found in garbage waste,plastic
waste_dataset\trash\000036.jpg,general waste material discarded,trash
waste_dataset\plastic\000022.jpg,plastic bag found in garbage waste,plastic
waste_dataset\plastic\000248.jpg,used plastic container discarded waste,plastic
waste_dataset\metal\000023.jpg,empty metal can thrown away,metal
waste_dataset\metal\000173.jpg,a crushed metal can in trash,metal
waste_dataset\cardboard\000052.jpg,empty cardboard box thrown away,cardboard
waste_dataset\plastic\000234.jpg,empty plastic bottle waste object,plastic
waste_dataset\glass\000067.jpg,glass container discarded as garbage,glass
waste_dataset\paper\000196.jpg,recycled paper material waste object,paper
waste_dataset\trash\000365.jpg,general waste material discarded,trash
waste_dataset\trash\000188.jpg,general household waste item found,trash
waste_dataset\cardboard\000290.jpg,used cardboard carton for recycling,cardboard
waste_dataset\plastic\000330.jpg,discarded plastic material waste item,plastic
waste_dataset\trash\000158.jpg,mixed waste garbage object found,trash
waste_dataset\paper\000179.jpg,a crumpled piece of paper waste,paper
waste_dataset\trash\000207.jpg,random waste item in trash bin,trash
waste_dataset\trash\000052.jpg,household garbage thrown away,trash
waste_dataset\metal\000035.jpg,steel or aluminum waste object,metal
waste_dataset\plastic\000236.jpg,plastic bag found in garbage waste,plastic
waste_dataset\plastic\000319.jpg,a plastic bottle in garbage bin,plastic
waste_dataset\cardboard\000124.jpg,a flattened cardboard box in trash,cardboard
waste_dataset\metal\000390.jpg,a crushed metal can in trash,metal
waste_dataset\paper\000327.jpg,paper sheet thrown in recycling bin,paper
waste_dataset\cardboard\000407.jpg,empty cardboard box thrown away,cardboard
waste_dataset\metal\000065.jpg,recycled metal can garbage item found,metal
waste_dataset\paper\000051.jpg,old paper document thrown away,paper
waste_dataset\trash\000288.jpg,general household waste item found,trash
waste_dataset\glass\000069.jpg,empty glass bottle discarded waste,glass
waste_dataset\metal\000209.jpg,used tin can discarded as waste,metal
waste_dataset\cardboard\000343.jpg,a flattened cardboard box in trash,cardboard
waste_dataset\plastic\000066.jpg,plastic waste recycling object found,plastic
waste_dataset\cardboard\000300.jpg,cardboard material discarded in bin,cardboard
waste_dataset\trash\000381.jpg,general household waste item found,trash
waste_dataset\glass\000139.jpg,a glass bottle found in waste bin,glass
waste_dataset\metal\000161.jpg,steel or aluminum waste object,metal
waste_dataset\plastic\000232.jpg,empty plastic bottle waste object,plastic
waste_dataset\metal\000362.jpg,aluminum or steel waste item found,metal
waste_dataset\cardboard\000221.jpg,brown cardboard packaging waste material,cardboard
waste_dataset\glass\000126.jpg,glass jar or bottle thrown away,glass
waste_dataset\trash\000386.jpg,random waste item in trash bin,trash
waste_dataset\trash\000367.jpg,general trash item discarded,trash
waste_dataset\cardboard\000085.jpg,empty cardboard box thrown away,cardboard
waste_dataset\paper\000348.jpg,a crumpled piece of paper waste,paper
waste_dataset\cardboard\000267.jpg,a flattened cardboard box in trash,cardboard
waste_dataset\trash\000019.jpg,non recyclable waste object in bin,trash
waste_dataset\cardboard\000291.jpg,a flattened cardboard box in trash,cardboard
waste_dataset\plastic\000253.jpg,empty plastic bottle waste object,plastic
waste_dataset\trash\000075.jpg,non recyclable waste object in bin,trash
waste_dataset\cardboard\000417.jpg,old cardboard packaging garbage item,cardboard
waste_dataset\glass\000044.jpg,a glass bottle found in waste bin,glass
waste_dataset\glass\000354.jpg,a glass bottle found in waste bin,glass
waste_dataset\plastic\000368.jpg,plastic waste item for recycling,plastic
waste_dataset\trash\000402.jpg,random waste item in trash bin,trash
waste_dataset\paper\000330.jpg,white paper material discarded waste,paper
waste_dataset\paper\000320.jpg,torn paper piece in waste bin,paper
waste_dataset\trash\000410.jpg,general household waste item found,trash
waste_dataset\metal\000138.jpg,metal container for recycling bin,metal
waste_dataset\cardboard\000279.jpg,recycled cardboard box material waste,cardboard
waste_dataset\trash\000406.jpg,general household waste item found,trash
waste_dataset\metal\000216.jpg,empty metal can thrown away,metal
waste_dataset\plastic\000031.jpg,plastic waste item for recycling,plastic
waste_dataset\cardboard\000019.jpg,old cardboard packaging garbage item,cardboard
waste_dataset\metal\000422.jpg,metal container for recycling bin,metal
waste_dataset\paper\000420.jpg,used newspaper or paper in trash bin,paper
waste_dataset\paper\000273.jpg,paper sheet thrown in recycling bin,paper
waste_dataset\trash\000400.jpg,household garbage thrown away,trash
waste_dataset\metal\000206.jpg,metal container for recycling bin,metal
waste_dataset\plastic\000076.jpg,used plastic container discarded waste,plastic
waste_dataset\plastic\000063.jpg,discarded plastic material waste item,plastic
waste_dataset\paper\000279.jpg,paper sheet thrown in recycling bin,paper
waste_dataset\cardboard\000220.jpg,a flattened cardboard box in trash,cardboard
waste_dataset\glass\000219.jpg,empty glass bottle discarded waste,glass
waste_dataset\metal\000369.jpg,recycled metal can garbage item found,metal
waste_dataset\cardboard\000304.jpg,recycled cardboard box material waste,cardboard
waste_dataset\plastic\000070.jpg,empty plastic bottle waste object,plastic
waste_dataset\glass\000226.jpg,recycled glass waste object found,glass
waste_dataset\trash\000252.jpg,mixed garbage non recyclable material,trash
waste_dataset\trash\000130.jpg,general trash item discarded,trash
waste_dataset\paper\000019.jpg,a crumpled piece of paper waste,paper
waste_dataset\plastic\000246.jpg,a plastic bottle in garbage bin,plastic
waste_dataset\plastic\000113.jpg,plastic bag found in garbage waste,plastic
waste_dataset\glass\000361.jpg,glass container discarded as garbage,glass
waste_dataset\paper\000342.jpg,a crumpled piece of paper waste,paper
waste_dataset\metal\000327.jpg,old metal container waste material,metal
waste_dataset\paper\000262.jpg,used newspaper or paper in trash bin,paper
waste_dataset\metal\000240.jpg,old metal container waste material,metal
waste_dataset\glass\000193.jpg,glass container discarded as garbage,glass
waste_dataset\metal\000287.jpg,a crushed metal can in trash,metal
waste_dataset\cardboard\000193.jpg,corrugated cardboard waste object found,cardboard
waste_dataset\cardboard\000175.jpg,used cardboard carton for recycling,cardboard
waste_dataset\trash\000041.jpg,household garbage thrown away,trash
waste_dataset\glass\000173.jpg,a glass bottle found in waste bin,glass
waste_dataset\paper\000217.jpg,a crumpled piece of paper waste,paper
waste_dataset\plastic\000238.jpg,plastic waste recycling object found,plastic
waste_dataset\metal\000233.jpg,metal container for recycling bin,metal
waste_dataset\cardboard\000129.jpg,corrugated cardboard waste object found,cardboard
waste_dataset\cardboard\000341.jpg,old cardboard packaging garbage item,cardboard
waste_dataset\plastic\000011.jpg,a plastic bottle in garbage bin,plastic
waste_dataset\metal\000003.jpg,aluminum or steel waste item found,metal
waste_dataset\paper\000421.jpg,torn paper piece in waste bin,paper
waste_dataset\cardboard\000308.jpg,recycled cardboard box material waste,cardboard
waste_dataset\cardboard\000384.jpg,recycled cardboard box material waste,cardboard
waste_dataset\trash\000169.jpg,random waste item in trash bin,trash
waste_dataset\trash\000232.jpg,household garbage thrown away,trash
waste_dataset\metal\000187.jpg,used tin can discarded as waste,metal
waste_dataset\cardboard\000178.jpg,recycled cardboard box material waste,cardboard
waste_dataset\cardboard\000427.jpg,corrugated cardboard waste object found,cardboard
waste_dataset\plastic\000196.jpg,plastic packaging thrown in trash bin,plastic
waste_dataset\plastic\000078.jpg,empty plastic bottle waste object,plastic
waste_dataset\glass\000344.jpg,recycled glass waste object found,glass
waste_dataset\metal\000074.jpg,empty metal can thrown away,metal
waste_dataset\cardboard\000185.jpg,empty cardboard box thrown away,cardboard
waste_dataset\metal\000103.jpg,empty metal can thrown away,metal
waste_dataset\plastic\000323.jpg,empty plastic bottle waste object,plastic
waste_dataset\paper\000399.jpg,old paper document thrown away,paper
waste_dataset\paper\000188.jpg,torn paper piece in waste bin,paper
waste_dataset\paper\000143.jpg,torn paper piece in waste bin,paper
waste_dataset\paper\000205.jpg,a crumpled piece of paper waste,paper
